"Persons guilty in crimes by type of offence, region and time"

" "," ","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
" ","Frederikssund",0,0,0,0,0,0,0,0,0,0
" ","Furesø",1,2,0,0,0,0,0,1,0,0
" ","Gribskov",1,0,0,0,2,0,0,0,2,0
" ","Halsnæs",1,2,1,0,0,2,0,0,1,1
" ","Helsingør",2,0,3,1,1,0,1,1,1,1
" ","Hillerød",2,1,1,0,3,0,1,0,0,1
" ","Hørsholm",0,0,0,0,1,0,0,0,0,0
" ","Rudersdal",1,1,0,0,1,0,0,1,0,2
" ","Bornholm",0,1,1,4,2,1,0,2,2,1
" ","Christiansø",0,0,0,0,0,0,0,0,0,0
" ","Region Sjælland",35,19,18,26,11,5,8,16,12,5
" ","Greve",3,0,1,1,1,1,0,0,0,0
" ","Køge",3,3,1,1,2,1,1,3,1,0
" ","Lejre",1,1,1,0,0,0,1,1,0,0
" ","Roskilde",2,1,1,2,0,0,0,2,0,0
" ","Solrød",0,1,1,1,0,0,1,0,0,0
" ","Faxe",0,0,0,0,0,1,0,0,0,1
" ","Guldborgsund",5,1,1,2,0,1,1,3,1,1
" ","Holbæk",2,1,5,2,0,0,1,0,0,0
" ","Kalundborg",2,1,1,1,0,0,0,0,1,0
" ","Lolland",4,1,0,3,1,0,1,0,0,1
" ","Næstved",2,4,1,2,3,1,1,3,1,1
" ","Odsherred",2,0,0,1,1,0,0,0,0,0
" ","Ringsted",0,1,2,1,0,0,0,2,1,0
" ","Slagelse",6,1,3,5,2,0,0,2,2,1
" ","Sorø",1,0,0,1,0,0,0,0,2,0
" ","Stevns",0,0,0,0,0,0,0,0,1,0
" ","Vordingborg",2,3,0,3,1,0,1,0,2,0
" ","Region Syddanmark",40,70,75,26,16,13,10,22,12,19
" ","Assens",0,1,0,1,0,0,0,0,1,1
" ","Faaborg-Midtfyn",1,3,3,1,1,0,0,1,0,0
" ","Kerteminde",0,0,1,2,0,0,0,0,0,0
" ","Langeland",0,0,1,0,1,0,0,0,0,1
" ","Middelfart",2,1,1,1,0,1,0,0,1,1
" ","Nordfyns",0,0,1,0,0,0,0,0,0,0
" ","Nyborg",1,2,0,1,3,0,0,0,0,1
" ","Odense",5,4,6,2,4,1,3,1,0,2
" ","Svendborg",2,2,0,0,1,0,0,0,1,0
" ","Ærø",0,0,0,0,0,0,0,0,0,0
" ","Billund",1,0,0,0,0,0,0,0,0,1
" ","Esbjerg",2,6,0,3,0,0,4,3,0,4
" ","Fanø",0,0,0,0,0,0,0,0,0,0
" ","Fredericia",1,0,1,1,0,0,0,2,0,0
" ","Haderslev",6,11,14,7,2,1,1,2,1,0
" ","Kolding",3,7,2,0,2,1,0,2,3,1
" ","Sønderborg",1,6,27,1,0,3,1,1,0,0
" ","Tønder",7,9,5,3,0,0,0,3,0,0
" ","Varde",2,0,1,1,0,0,0,2,0,1
" ","Vejen",2,1,0,0,0,2,0,1,2,0
" ","Vejle",3,3,1,0,1,1,0,4,1,3
" ","Aabenraa",1,14,11,2,1,3,1,0,2,3
" ","Region Midtjylland",19,21,30,16,15,7,20,10,20,17
" ","Favrskov",0,0,0,1,2,0,0,0,2,2
" ","Hedensted",0,2,0,2,1,0,0,0,0,2
" ","Horsens",1,1,4,2,0,1,3,0,1,0
" ","Norddjurs",0,0,0,2,0,1,0,0,0,0
" ","Odder",0,0,0,0,0,0,0,0,0,0
" ","Randers",1,4,2,0,2,0,1,1,1,1
" ","Samsø",1,1,0,0,0,0,0,0,0,0
" ","Silkeborg",3,1,1,0,1,1,1,0,0,4
" ","Skanderborg",1,1,2,0,0,0,1,1,1,0
" ","Syddjurs",1,1,1,0,1,1,0,0,0,0
" ","Aarhus",3,1,5,4,4,1,10,2,5,6
" ","Herning",2,1,4,1,0,0,0,1,4,0
" ","Holstebro",1,4,3,0,1,1,1,0,0,0
" ","Ikast-Brande",1,1,0,1,0,0,0,0,1,0
" ","Lemvig",1,0,0,0,0,0,0,0,0,0
" ","Ringkøbing-Skjern",0,2,1,0,1,0,1,0,2,0
" ","Skive",1,1,2,1,0,0,0,3,1,0
" ","Struer",2,0,0,0,0,0,1,0,0,0
" ","Viborg",0,0,5,2,2,1,1,2,2,2
" ","Region Nordjylland",18,6,8,10,7,9,3,9,4,7
" ","Brønderslev",4,1,0,2,0,1,0,0,0,0
" ","Frederikshavn",2,0,1,1,2,0,2,0,1,1
" ","Hjørring",3,1,0,2,1,0,0,0,0,2
" ","Jammerbugt",0,1,1,0,0,1,0,0,1,0
" ","Læsø",0,0,0,0,0,0,0,0,0,1
" ","Mariagerfjord",0,0,1,0,1,0,0,0,0,1
" ","Morsø",0,0,0,0,0,1,0,0,1,0
" ","Rebild",1,0,0,0,0,2,0,0,0,0
" ","Thisted",0,0,3,0,2,1,0,1,0,0
" ","Vesthimmerlands",3,1,0,0,0,0,0,3,0,2
" ","Aalborg",5,2,2,5,1,3,1,5,1,0
"Fraud"
" ","All Denmark",1513,1446,1399,1707,1289,955,1040,1282,1442,1347
" ","Region Hovedstaden",409,419,373,548,430,272,305,349,463,425
" ","Copenhagen",150,132,114,225,166,87,130,136,194,164
" ","Frederiksberg",16,22,16,21,18,10,10,12,21,21
" ","Dragør",0,2,0,2,0,0,1,0,1,0
" ","Tårnby",8,11,5,17,12,3,9,8,13,14
" ","Albertslund",12,19,8,11,11,7,9,5,11,6
" ","Ballerup",17,26,16,11,9,8,9,13,10,15
" ","Brøndby",14,12,18,17,11,10,15,8,19,21
" ","Gentofte",11,8,5,6,12,5,6,10,17,12
" ","Gladsaxe",12,14,17,21,17,10,11,23,18,12
" ","Glostrup",11,16,11,10,8,2,8,2,4,10
" ","Herlev",5,7,13,11,6,4,2,6,2,0
" ","Hvidovre",13,17,12,13,11,9,10,10,13,9
" ","Høje-Taastrup",20,14,14,13,30,18,12,16,13,14
" ","Ishøj",12,10,6,18,5,13,8,6,8,9
" ","Lyngby-Taarbæk",11,6,11,10,5,9,7,13,13,7
" ","Rødovre",9,9,4,13,11,4,6,8,9,10
" ","Vallensbæk",3,5,6,2,1,1,0,5,5,0
" ","Allerød",2,1,4,6,2,1,0,1,0,6
" ","Egedal",7,5,8,7,5,6,1,5,1,5
" ","Fredensborg",9,12,6,12,9,9,5,8,8,8
" ","Frederikssund",6,14,8,9,15,7,5,3,12,6
" ","Furesø",3,2,9,9,7,3,3,3,8,4
" ","Gribskov",11,8,6,15,6,5,3,6,8,10
" ","Halsnæs",10,8,14,9,7,7,7,5,9,8
" ","Helsingør",10,9,15,20,16,13,8,8,18,16
" ","Hillerød",7,12,9,16,14,7,9,9,7,16
" ","Hørsholm",1,4,1,6,1,0,1,2,2,7
" ","Rudersdal",4,5,5,4,5,3,3,6,8,9
" ","Bornholm",15,9,12,14,10,11,7,12,11,6
" ","Christiansø",0,0,0,0,0,0,0,0,0,0
" ","Region Sjælland",300,238,223,352,223,153,248,232,211,233
" ","Greve",18,8,21,21,11,8,13,10,7,19
" ","Køge",12,13,12,16,11,12,14,14,4,12
" ","Lejre",5,2,4,10,5,2,7,4,3,2
" ","Roskilde",20,25,12,22,15,14,26,21,13,10
" ","Solrød",5,3,0,2,4,0,4,3,7,2
" ","Faxe",15,6,5,15,11,3,11,7,10,10
" ","Guldborgsund",34,24,28,30,26,26,24,19,29,23
" ","Holbæk",17,22,23,26,20,12,18,12,15,16
" ","Kalundborg",20,20,12,16,10,9,16,15,15,11
" ","Lolland",18,20,17,35,17,13,15,25,17,28
" ","Næstved",39,26,19,50,34,23,21,22,28,30
" ","Odsherred",10,7,4,7,4,5,7,5,8,10
" ","Ringsted",15,10,12,12,11,4,12,14,7,12
" ","Slagelse",46,23,31,44,27,12,26,30,26,24
" ","Sorø",3,10,9,8,5,4,12,16,5,3
" ","Stevns",2,7,2,9,1,0,3,3,3,5
" ","Vordingborg",21,12,12,29,11,6,19,12,14,16
" ","Region Syddanmark",371,359,387,418,273,221,189,290,350,292
" ","Assens",16,8,6,12,6,3,4,6,11,5
" ","Faaborg-Midtfyn",11,11,12,18,5,10,5,9,13,2
" ","Kerteminde",2,7,5,5,0,2,2,7,8,4
" ","Langeland",1,2,5,2,2,2,2,4,7,3
" ","Middelfart",10,5,5,14,6,5,8,9,7,7
" ","Nordfyns",5,10,4,9,4,3,3,4,6,5
" ","Nyborg",17,7,10,11,7,6,4,5,6,6
" ","Odense",52,63,84,83,34,36,31,54,66,75
" ","Svendborg",22,21,13,22,13,12,6,18,19,10
" ","Ærø",4,4,3,0,1,0,0,0,1,0
" ","Billund",8,6,4,4,3,2,4,4,9,1
" ","Esbjerg",34,47,53,53,33,23,32,18,33,23
" ","Fanø",1,2,1,2,1,1,0,0,0,0
" ","Fredericia",20,20,11,19,17,7,9,19,29,19
" ","Haderslev",26,26,14,27,21,15,11,12,11,23
" ","Kolding",24,25,19,23,21,13,13,23,29,29
" ","Sønderborg",26,22,34,28,16,27,16,25,17,18
" ","Tønder",13,12,21,13,9,11,8,13,13,8
" ","Varde",17,5,10,15,12,7,11,12,9,9
" ","Vejen",11,14,16,7,11,13,5,7,5,8
" ","Vejle",32,24,32,29,25,14,8,32,42,24
" ","Aabenraa",19,18,25,22,26,9,7,9,9,13
" ","Region Midtjylland",303,261,261,245,224,207,209,280,306,262
" ","Favrskov",8,8,3,4,4,2,8,9,4,4
" ","Hedensted",4,11,4,7,3,0,3,6,10,7
" ","Horsens",25,21,18,23,15,9,11,14,20,15
" ","Norddjurs",9,5,8,6,2,4,7,8,7,7
" ","Odder",3,1,4,6,0,3,5,3,6,4
" ","Randers",29,25,32,33,21,19,22,27,50,25
" ","Samsø",0,0,1,0,0,0,0,0,0,1
" ","Silkeborg",25,24,21,13,20,19,18,23,18,18
" ","Skanderborg",8,8,7,7,1,2,4,4,13,6
" ","Syddjurs",9,5,5,2,2,3,5,4,7,3
" ","Aarhus",68,54,64,63,48,34,53,61,78,70
" ","Herning",22,17,22,21,21,32,16,23,18,20
" ","Holstebro",24,13,5,11,12,26,15,14,8,11
" ","Ikast-Brande",12,6,11,6,8,12,7,13,15,10
" ","Lemvig",6,6,3,3,4,8,1,3,0,3
" ","Ringkøbing-Skjern",12,6,3,12,13,4,9,14,6,13
" ","Skive",9,16,18,5,10,5,6,21,11,15
" ","Struer",6,6,3,5,8,7,2,7,9,4
" ","Viborg",24,29,29,18,32,18,17,26,26,26
" ","Region Nordjylland",130,169,155,144,139,102,89,131,112,135
" ","Brønderslev",9,11,4,5,14,7,8,4,5,6
" ","Frederikshavn",11,9,3,14,10,10,13,15,5,10
" ","Hjørring",10,16,17,19,14,11,7,11,14,14
" ","Jammerbugt",11,7,18,11,13,10,6,5,4,7
" ","Læsø",0,0,0,1,0,1,0,2,0,0
" ","Mariagerfjord",11,13,14,13,12,4,3,4,10,17
" ","Morsø",2,2,6,3,6,7,9,4,5,4
" ","Rebild",3,6,3,5,4,5,2,3,7,7
" ","Thisted",8,15,8,10,9,12,10,6,9,6
" ","Vesthimmerlands",8,8,14,8,13,4,3,7,7,12
" ","Aalborg",57,82,68,55,44,31,28,70,46,52
"Fraud by cheque"
" ","All Denmark",13,9,4,2,0,0,0,0,0,0
" ","Region Hovedstaden",7,3,1,0,0,0,0,0,0,0
" ","Copenhagen",4,3,1,0,0,0,0,0,0,0
" ","Frederiksberg",0,0,0,0,0,0,0,0,0,0
" ","Dragør",0,0,0,0,0,0,0,0,0,0
" ","Tårnby",0,0,0,0,0,0,0,0,0,0
" ","Albertslund",0,0,0,0,0,0,0,0,0,0
" ","Ballerup",0,0,0,0,0,0,0,0,0,0
" ","Brøndby",1,0,0,0,0,0,0,0,0,0
" ","Gentofte",0,0,0,0,0,0,0,0,0,0
" ","Gladsaxe",0,0,0,0,0,0,0,0,0,0
" ","Glostrup",0,0,0,0,0,0,0,0,0,0
" ","Herlev",0,0,0,0,0,0,0,0,0,0
" ","Hvidovre",1,0,0,0,0,0,0,0,0,0
" ","Høje-Taastrup",0,0,0,0,0,0,0,0,0,0
" ","Ishøj",0,0,0,0,0,0,0,0,0,0
" ","Lyngby-Taarbæk",0,0,0,0,0,0,0,0,0,0
" ","Rødovre",0,0,0,0,0,0,0,0,0,0
" ","Vallensbæk",0,0,0,0,0,0,0,0,0,0
" ","Allerød",0,0,0,0,0,0,0,0,0,0
" ","Egedal",0,0,0,0,0,0,0,0,0,0
" ","Fredensborg",0,0,0,0,0,0,0,0,0,0
" ","Frederikssund",0,0,0,0,0,0,0,0,0,0
" ","Furesø",0,0,0,0,0,0,0,0,0,0
" ","Gribskov",0,0,0,0,0,0,0,0,0,0
" ","Halsnæs",1,0,0,0,0,0,0,0,0,0
" ","Helsingør",0,0,0,0,0,0,0,0,0,0
" ","Hillerød",0,0,0,0,0,0,0,0,0,0
" ","Hørsholm",0,0,0,0,0,0,0,0,0,0
" ","Rudersdal",0,0,0,0,0,0,0,0,0,0
" ","Bornholm",0,0,0,0,0,0,0,0,0,0
" ","Christiansø",0,0,0,0,0,0,0,0,0,0
" ","Region Sjælland",0,3,1,2,0,0,0,0,0,0
" ","Greve",0,1,0,0,0,0,0,0,0,0
" ","Køge",0,0,0,0,0,0,0,0,0,0
" ","Lejre",0,0,0,0,0,0,0,0,0,0
" ","Roskilde",0,0,0,1,0,0,0,0,0,0
" ","Solrød",0,0,0,1,0,0,0,0,0,0
" ","Faxe",0,0,0,0,0,0,0,0,0,0
" ","Guldborgsund",0,1,0,0,0,0,0,0,0,0
" ","Holbæk",0,0,0,0,0,0,0,0,0,0
" ","Kalundborg",0,0,1,0,0,0,0,0,0,0
" ","Lolland",0,1,0,0,0,0,0,0,0,0
" ","Næstved",0,0,0,0,0,0,0,0,0,0
" ","Odsherred",0,0,0,0,0,0,0,0,0,0
" ","Ringsted",0,0,0,0,0,0,0,0,0,0
" ","Slagelse",0,0,0,0,0,0,0,0,0,0
" ","Sorø",0,0,0,0,0,0,0,0,0,0
" ","Stevns",0,0,0,0,0,0,0,0,0,0
" ","Vordingborg",0,0,0,0,0,0,0,0,0,0
" ","Region Syddanmark",2,2,1,0,0,0,0,0,0,0
" ","Assens",0,0,0,0,0,0,0,0,0,0
" ","Faaborg-Midtfyn",1,0,0,0,0,0,0,0,0,0
" ","Kerteminde",0,0,0,0,0,0,0,0,0,0
" ","Langeland",0,0,0,0,0,0,0,0,0,0
" ","Middelfart",0,0,0,0,0,0,0,0,0,0
" ","Nordfyns",0,0,0,0,0,0,0,0,0,0
" ","Nyborg",0,0,0,0,0,0,0,0,0,0
" ","Odense",0,0,1,0,0,0,0,0,0,0
" ","Svendborg",0,0,0,0,0,0,0,0,0,0
" ","Ærø",0,0,0,0,0,0,0,0,0,0
" ","Billund",0,0,0,0,0,0,0,0,0,0
" ","Esbjerg",0,0,0,0,0,0,0,0,0,0
" ","Fanø",0,0,0,0,0,0,0,0,0,0
" ","Fredericia",0,0,0,0,0,0,0,0,0,0
" ","Haderslev",1,0,0,0,0,0,0,0,0,0
" ","Kolding",0,2,0,0,0,0,0,0,0,0
" ","Sønderborg",0,0,0,0,0,0,0,0,0,0
" ","Tønder",0,0,0,0,0,0,0,0,0,0
" ","Varde",0,0,0,0,0,0,0,0,0,0
" ","Vejen",0,0,0,0,0,0,0,0,0,0
" ","Vejle",0,0,0,0,0,0,0,0,0,0
" ","Aabenraa",0,0,0,0,0,0,0,0,0,0
" ","Region Midtjylland",2,1,1,0,0,0,0,0,0,0
" ","Favrskov",0,0,0,0,0,0,0,0,0,0
" ","Hedensted",0,0,0,0,0,0,0,0,0,0
" ","Horsens",0,0,0,0,0,0,0,0,0,0
" ","Norddjurs",0,0,0,0,0,0,0,0,0,0
" ","Odder",0,0,0,0,0,0,0,0,0,0
" ","Randers",0,0,0,0,0,0,0,0,0,0
" ","Samsø",0,0,0,0,0,0,0,0,0,0
" ","Silkeborg",0,0,0,0,0,0,0,0,0,0
" ","Skanderborg",0,0,0,0,0,0,0,0,0,0
" ","Syddjurs",0,0,0,0,0,0,0,0,0,0
" ","Aarhus",2,1,1,0,0,0,0,0,0,0
" ","Herning",0,0,0,0,0,0,0,0,0,0
" ","Holstebro",0,0,0,0,0,0,0,0,0,0
" ","Ikast-Brande",0,0,0,0,0,0,0,0,0,0
" ","Lemvig",0,0,0,0,0,0,0,0,0,0
" ","Ringkøbing-Skjern",0,0,0,0,0,0,0,0,0,0
" ","Skive",0,0,0,0,0,0,0,0,0,0
" ","Struer",0,0,0,0,0,0,0,0,0,0
" ","Viborg",0,0,0,0,0,0,0,0,0,0
" ","Region Nordjylland",2,0,0,0,0,0,0,0,0,0
" ","Brønderslev",0,0,0,0,0,0,0,0,0,0
" ","Frederikshavn",0,0,0,0,0,0,0,0,0,0
" ","Hjørring",0,0,0,0,0,0,0,0,0,0
" ","Jammerbugt",0,0,0,0,0,0,0,0,0,0
" ","Læsø",0,0,0,0,0,0,0,0,0,0
" ","Mariagerfjord",0,0,0,0,0,0,0,0,0,0
" ","Morsø",0,0,0,0,0,0,0,0,0,0
" ","Rebild",0,0,0,0,0,0,0,0,0,0
" ","Thisted",1,0,0,0,0,0,0,0,0,0
" ","Vesthimmerlands",1,0,0,0,0,0,0,0,0,0
" ","Aalborg",0,0,0,0,0,0,0,0,0,0
"Fraud of agent"
" ","All Denmark",61,64,41,59,62,44,40,36,40,30
" ","Region Hovedstaden",23,15,10,15,18,12,13,13,7,13
" ","Copenhagen",7,3,1,8,3,4,1,1,4,1
" ","Frederiksberg",1,2,2,0,1,0,0,1,0,0
" ","Dragør",0,0,1,0,0,0,0,0,0,0
" ","Tårnby",2,0,0,0,2,0,0,0,0,1
" ","Albertslund",4,0,0,0,1,1,0,0,0,1
" ","Ballerup",0,0,1,0,0,0,1,2,1,0
" ","Brøndby",0,0,0,0,1,1,0,0,0,0
" ","Gentofte",1,0,1,1,1,0,0,0,0,0
" ","Gladsaxe",3,1,0,0,1,0,0,2,0,0
" ","Glostrup",0,0,0,1,0,2,0,0,0,0
" ","Herlev",1,1,0,0,0,0,0,1,0,0
" ","Hvidovre",0,0,0,0,0,0,2,1,1,0
" ","Høje-Taastrup",1,1,0,0,1,0,1,3,0,0
" ","Ishøj",1,0,0,1,0,1,0,0,0,1
" ","Lyngby-Taarbæk",0,1,1,0,0,0,0,0,0,0
" ","Rødovre",1,1,0,0,3,0,0,0,0,1
" ","Vallensbæk",0,0,0,0,0,0,0,1,0,0
" ","Allerød",0,1,0,0,0,0,0,0,0,0
" ","Egedal",0,0,0,3,0,1,1,0,0,0
" ","Fredensborg",0,0,0,1,1,0,0,0,0,0
" ","Frederikssund",0,1,0,0,1,0,0,0,0,1
" ","Furesø",0,0,0,0,1,0,0,0,0,0
" ","Gribskov",0,1,1,0,0,0,1,0,0,2
" ","Halsnæs",0,1,0,0,0,0,2,1,0,2
" ","Helsingør",0,0,0,0,0,0,1,0,0,1
" ","Hillerød",0,1,0,0,1,0,0,0,1,2
" ","Hørsholm",1,0,0,0,0,1,1,0,0,0
" ","Rudersdal",0,0,1,0,0,1,0,0,0,0
" ","Bornholm",0,0,1,0,0,0,2,0,0,0
" ","Christiansø",0,0,0,0,0,0,0,0,0,0
" ","Region Sjælland",12,9,7,15,7,8,7,9,8,2
" ","Greve",2,1,0,2,1,0,1,0,0,0
" ","Køge",1,0,0,1,0,0,0,0,1,0
" ","Lejre",0,0,0,0,0,0,0,0,1,0
" ","Roskilde",0,2,1,1,0,1,0,0,0,0
" ","Solrød",0,0,0,0,0,0,0,0,1,0
" ","Faxe",5,1,0,1,1,0,0,0,0,0
" ","Guldborgsund",0,0,0,0,0,1,0,1,0,0
" ","Holbæk",0,1,2,3,1,1,1,4,1,2
" ","Kalundborg",0,1,1,0,0,0,1,0,1,0
" ","Lolland",0,0,0,1,0,1,0,1,1,0
" ","Næstved",2,0,2,1,2,1,1,1,1,0
" ","Odsherred",1,0,0,0,1,1,0,0,0,0
" ","Ringsted",0,0,0,2,0,0,0,0,0,0
" ","Slagelse",0,2,0,1,1,2,2,2,0,0
" ","Sorø",0,1,1,0,0,0,1,0,0,0
" ","Stevns",0,0,0,0,0,0,0,0,0,0
" ","Vordingborg",1,0,0,2,0,0,0,0,1,0
" ","Region Syddanmark",11,25,12,16,19,13,8,9,10,9
" ","Assens",0,2,0,0,2,1,0,0,1,0
" ","Faaborg-Midtfyn",0,1,0,0,1,0,0,0,0,0
" ","Kerteminde",0,0,0,0,0,0,0,0,1,1
" ","Langeland",0,0,0,2,0,0,0,0,0,0
" ","Middelfart",1,0,0,0,0,0,0,1,0,0
" ","Nordfyns",1,1,1,0,0,1,0,0,0,0
" ","Nyborg",0,0,0,0,0,1,0,0,0,0
" ","Odense",3,4,1,4,2,4,2,2,0,2
" ","Svendborg",0,1,0,1,1,0,0,0,1,0
" ","Ærø",0,0,0,0,0,1,0,0,0,0
" ","Billund",1,0,0,0,0,0,0,1,0,0
" ","Esbjerg",0,2,1,3,2,1,2,0,3,2
" ","Fanø",0,0,0,0,0,0,0,0,0,0
" ","Fredericia",0,3,0,1,2,0,1,1,1,0
" ","Haderslev",0,2,0,1,1,1,0,1,0,1
" ","Kolding",1,2,0,0,3,0,0,0,0,1
" ","Sønderborg",2,2,2,0,1,1,1,0,1,0
" ","Tønder",0,1,0,1,1,1,0,1,0,1
" ","Varde",1,0,1,1,0,0,0,1,0,0
" ","Vejen",0,1,1,0,0,0,1,0,1,0
" ","Vejle",1,1,3,1,3,1,1,0,1,1
" ","Aabenraa",0,2,2,1,0,0,0,1,0,0
" ","Region Midtjylland",11,8,8,10,9,4,6,2,9,1
" ","Favrskov",1,0,0,0,0,0,0,0,0,0
" ","Hedensted",0,1,0,0,0,0,1,0,0,0
" ","Horsens",0,1,0,2,1,0,0,0,0,0
" ","Norddjurs",0,0,0,1,0,0,0,0,0,0
" ","Odder",1,1,0,0,0,0,0,0,0,0
" ","Randers",1,0,0,0,0,1,0,1,2,0
" ","Samsø",0,0,0,0,0,1,0,0,0,0
" ","Silkeborg",2,1,0,0,3,0,0,0,1,1
" ","Skanderborg",1,0,1,0,0,1,0,0,0,0
" ","Syddjurs",1,0,0,0,0,0,0,0,0,0
" ","Aarhus",1,1,2,5,1,1,2,0,2,0
" ","Herning",0,2,0,0,1,0,1,0,2,0
" ","Holstebro",0,0,0,1,2,0,0,1,0,0
" ","Ikast-Brande",0,0,0,0,1,0,2,0,0,0
" ","Lemvig",0,0,0,0,0,0,0,0,0,0
" ","Ringkøbing-Skjern",0,0,1,1,0,0,0,0,0,0
" ","Skive",0,0,3,0,0,0,0,0,0,0
" ","Struer",0,0,0,0,0,0,0,0,0,0
" ","Viborg",3,1,1,0,0,0,0,0,2,0
" ","Region Nordjylland",4,7,4,3,9,7,6,3,6,5
" ","Brønderslev",0,0,0,0,1,1,0,0,1,0
" ","Frederikshavn",1,0,1,0,0,1,2,0,0,2
" ","Hjørring",0,1,1,0,0,1,0,0,1,0
" ","Jammerbugt",0,0,0,0,1,1,0,1,0,0
" ","Læsø",0,0,0,0,0,0,0,0,0,0
" ","Mariagerfjord",0,0,0,0,0,1,0,1,0,2
" ","Morsø",0,0,0,0,0,0,0,0,0,0
" ","Rebild",2,0,0,0,0,0,0,0,0,0
" ","Thisted",0,2,0,0,0,0,1,0,0,0
" ","Vesthimmerlands",0,0,0,1,0,0,2,0,1,0
" ","Aalborg",1,4,2,2,7,2,1,1,3,1
"Blackmail and usury"
" ","All Denmark",70,61,33,38,50,58,62,58,63,69
" ","Region Hovedstaden",30,16,12,13,16,20,20,20,12,25
" ","Copenhagen",14,6,3,4,2,9,8,9,6,10
" ","Frederiksberg",0,0,0,0,1,1,2,1,0,1
" ","Dragør",0,0,0,0,0,0,0,0,0,1
" ","Tårnby",1,0,0,0,0,1,0,0,1,1
" ","Albertslund",2,0,0,0,0,0,0,1,0,0
" ","Ballerup",1,1,0,1,0,2,2,3,0,0
" ","Brøndby",0,1,2,0,1,0,0,0,0,4
" ","Gentofte",0,2,0,1,0,0,0,0,0,0
" ","Gladsaxe",1,0,1,1,3,0,0,1,1,0
" ","Glostrup",0,1,0,0,0,0,0,1,0,0
" ","Herlev",0,0,0,0,0,0,1,0,0,0
" ","Hvidovre",1,1,1,0,1,1,0,0,1,1
" ","Høje-Taastrup",0,0,0,1,1,0,1,0,0,0
" ","Ishøj",1,0,0,0,1,0,0,0,0,0
" ","Lyngby-Taarbæk",0,0,0,0,0,0,0,0,0,2
" ","Rødovre",2,1,0,0,0,0,0,1,0,2
" ","Vallensbæk",0,0,0,0,0,0,0,2,0,1
" ","Allerød",0,1,0,1,0,1,0,0,0,0
" ","Egedal",0,1,0,0,0,0,0,0,0,0
" ","Fredensborg",0,0,0,0,1,0,0,0,0,0
" ","Frederikssund",5,0,0,0,2,1,2,1,0,1
" ","Furesø",0,1,0,0,0,1,0,0,0,0
" ","Gribskov",0,0,1,1,0,1,0,0,1,0
" ","Halsnæs",0,0,2,0,0,1,0,0,0,0
" ","Helsingør",1,0,0,0,2,1,2,0,2,1
" ","Hillerød",0,0,2,0,0,0,2,0,0,0
" ","Hørsholm",0,0,0,0,0,0,0,0,0,0
" ","Rudersdal",1,0,0,1,1,0,0,0,0,0
" ","Bornholm",0,0,0,2,0,0,0,0,0,0
" ","Christiansø",0,0,0,0,0,0,0,0,0,0
" ","Region Sjælland",13,24,9,9,10,11,16,13,9,10
" ","Greve",2,3,0,2,1,2,0,1,0,1
" ","Køge",2,0,0,0,1,0,3,0,0,2
" ","Lejre",0,0,0,0,0,0,1,0,0,0
" ","Roskilde",0,0,0,1,0,1,4,0,0,0
" ","Solrød",0,0,0,0,0,0,0,0,0,0
" ","Faxe",0,0,0,0,0,0,0,0,0,1
" ","Guldborgsund",0,3,2,2,0,0,0,1,2,0
" ","Holbæk",2,0,1,0,0,0,1,2,0,1
" ","Kalundborg",0,4,1,1,0,0,0,3,1,1
" ","Lolland",3,2,0,0,2,2,2,0,3,0
" ","Næstved",1,2,2,3,1,1,0,0,0,0
" ","Odsherred",1,0,0,0,1,1,0,0,0,0
" ","Ringsted",0,1,0,0,2,1,2,1,1,0
" ","Slagelse",1,6,2,0,2,3,3,3,0,2
" ","Sorø",1,0,0,0,0,0,0,2,0,0
" ","Stevns",0,0,0,0,0,0,0,0,0,1
" ","Vordingborg",0,3,1,0,0,0,0,0,2,1
" ","Region Syddanmark",17,7,7,10,13,14,7,8,15,10
" ","Assens",0,0,0,1,0,2,0,3,1,0
" ","Faaborg-Midtfyn",0,0,2,0,0,2,0,0,0,0
" ","Kerteminde",1,0,0,0,0,0,0,0,0,1
" ","Langeland",0,0,0,0,0,0,0,0,0,0
" ","Middelfart",2,0,1,1,1,0,0,0,0,0
" ","Nordfyns",0,0,0,1,0,0,0,0,0,0
" ","Nyborg",0,0,0,0,0,1,0,0,0,0
" ","Odense",1,1,1,2,4,2,0,3,3,1
" ","Svendborg",0,0,2,1,0,0,0,1,0,2
" ","Ærø",0,0,0,0,0,0,0,0,0,0
" ","Billund",3,1,0,0,0,0,0,0,0,0
" ","Esbjerg",0,0,0,2,0,1,2,0,2,3
" ","Fanø",0,0,0,0,0,0,0,0,0,0
" ","Fredericia",3,0,0,0,1,1,1,0,1,0
" ","Haderslev",0,1,0,0,2,0,0,1,1,0
" ","Kolding",2,2,1,0,0,0,0,0,3,0
" ","Sønderborg",0,1,0,0,1,1,0,0,0,0
" ","Tønder",1,1,0,0,0,0,0,0,1,0
" ","Varde",1,0,0,1,2,3,1,0,0,1
" ","Vejen",1,0,0,0,0,0,1,0,1,0
" ","Vejle",2,0,0,1,1,0,1,0,2,1
" ","Aabenraa",0,0,0,0,1,1,1,0,0,1
" ","Region Midtjylland",5,12,4,4,9,9,14,11,14,17
" ","Favrskov",0,1,0,0,0,0,0,0,0,0
" ","Hedensted",0,0,0,0,0,0,1,1,0,0
